Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
The Science of the Solar System,Caltech,Intermediate,4.8,https://www.coursera.org/learn/solar-system,"Learn about the science behind the current exploration of the solar system in this free class. Use principles from physics, chemistry, biology, and geology to understand the latest from Mars, comprehend the outer solar system, ponder planets outside our solar system, and search for habitability in our neighborhood and beyond. This course is generally taught at an Advanced level assuming a prior knowledge of undergraduate math and physics, but the majority of the concepts and lectures can be understood without these prerequisites. The quizzes and final exam are designed to make you think critically about the material you have learned rather than to simply make you memorize facts. The class is expected to be challenging but rewarding.",satellite  Chemical Engineering  hydraulics  Geology  chemistry  life on titan  physics  astronomy  life on mars  Solar Systems physical-science-and-engineering physics-and-astronomy
Resilient Teaching Through Times of Crisis and Change,University of Michigan,Advanced,4.8,https://www.coursera.org/learn/resilient-teaching-through-times-of-crisis,"Resilient teaching is the ability to facilitate learning experiences that are designed to be adaptable to fluctuating conditions and disruptions. This teaching ability can be seen as an outcome of a design approach that attends to the relationship between learning goals and activities, and the environments they are situated in. Resilient teaching approaches take into account how a dynamic learning context may require new forms of interactions between teachers, students, content, and tools. Additionally, they necessitate the capacity to rethink the design of learning experiences based on a nuanced understanding of context.   The course is designed with higher education faculty, lecturers, and graduate student instructors in mind, but may also be applicable to educators in a wide variety of instructional environments. The course is aimed at participants who may be asked to rethink how they teach in the immediate or near future due to the ever-changing circumstances of the current COVID-19 pandemic. While the creation of this course is motivated by the current crisis, we expect it will remain relevant to instructors who are faced with disruptions and change to their teaching for any number of reasons and must quickly adapt their course designs.  To support learning and reflection, we are introducing a new journaling tool within the course that provides a place for participants to reflect on their own experiences. To support community growth, participants can choose to share their journal entries with the wider course community in an interactive gallery space.",crisis plan  cognitive behavioral therapy  law  crisis management  coaching  learning styles  Environmental Law  futures studies  psychology  future orientation social-sciences education
Computer Vision Basics,The State University of New York,Beginner,3.8,https://www.coursera.org/learn/computer-vision-basics,"By the end of this course, learners will understand what computer vision is, as well as its mission of making computers see and interpret the world as humans do, by learning core concepts of the field and receiving an introduction to human vision capabilities. They are equipped to identify some key application areas of computer vision and understand the digital imaging process. The course covers crucial elements that enable computer vision: digital signal processing, neuroscience and artificial intelligence. Topics include color, light and image formation; early, mid- and high-level vision; and mathematics essential for computer vision. Learners will be able to apply mathematical techniques to complete computer vision tasks.   This course is ideal for anyone curious about or interested in exploring the concepts of computer vision. It is also useful for those who desire a refresher course in mathematical concepts of computer vision. Learners should have basic programming skills and experience (understanding of for loops, if/else statements), specifically in MATLAB (Mathworks provides the basics here: https://www.mathworks.com/learn/tutorials/matlab-onramp.html). Learners should also be familiar with the following: basic linear algebra (matrix vector operations and notation), 3D co-ordinate systems and transformations, basic calculus (derivatives and integration) and basic probability (random variables).    Material includes online lectures, videos, demos, hands-on exercises, project work, readings and discussions. Learners gain experience writing computer vision programs through online labs using MATLAB* and supporting toolboxes.   * A free license to install MATLAB for the duration of the course is available from MathWorks.",image segmentation  perspective projection  Matlab  machine vision  Color Theory  computervision  digital image processing  Computer Vision  digital image  image processing computer-science algorithms
Financial Risk Management with R,Duke University,Beginner,4.2,https://www.coursera.org/learn/financial-risk-management-with-r,"This course teaches you how to calculate the return of a portfolio of securities as well as quantify the market risk of that portfolio, an important skill for financial market analysts in banks, hedge funds, insurance companies, and other financial services and investment firms. Using the R programming language with Microsoft Open R and RStudio, you will use the two main tools for calculating the market risk of stock portfolios: Value-at-Risk (VaR) and Expected Shortfall (ES). You will need a beginner-level understanding of R programming to complete the assignments of this course.",insurance  financial risk management  Leadership and Management  Studentized Residual  Risk Management  Econometrics  Finance  R Programming  Risk  financial risk business finance
Interactive Computer Graphics,The University of Tokyo,Advanced,4.3,https://www.coursera.org/learn/interactive-computer-graphics,"Computer graphics can be a powerful tool for supporting visual problem solving, and interactivity plays a central role in harnessing the users' creativity. This course will introduce various interactive tools developed in computer graphics research field with their design rationales and algorithms. Examples include enhancements to graphical user interfaces, authoring tools for 2D drawings and 3D animations, and interactive computer-aided design systems. Rich live demonstrations and course assignments will give you insights and skills to design and implement such tools for your own problems.",texture synthesis  geometric modeling  dynamical simulation  interactivity  robotics  Human Computer Interaction  key frame  sketch-based modeling  computer animation  Computer Graphics computer-science software-development
Electrodynamics: An Introduction,Korea Advanced Institute of Science and Technology(KAIST),Intermediate,4.7,https://www.coursera.org/learn/electrodynamics-introduction,"The depth and breadth of electromagnetism, the foundation for many fields including materials science, electrical engineering, and physical chemistry, requires a long, steep, and steady learning curve. This course aims to bridge the gap between the fundamental principles taught in electromagnetism and its practical application to specific fields such as materials, physics, and chemistry related to energy storage and harvesting.   The goal of Electrodynamics: An Introduction is to not only teach electromagnetism but also introduce some mathematical tools which can be used to solve problems in the subject.  Within these lecture notes, we review vector calculus and explain how to use fields to visualize the topics we cover.  This course is dynamic, as the lectures continuously build on previous notes and a variety of explanations are presented for each solution.  Since this is a lower level course, we will focus on the simple concept of electrostatics.  This has applications in exploring intermolecular forces, and qualities of capacitors.  Through this, we relate electromagnetism to more conventionally studied topics and its application to specific research topics related to energy storage and harvesting.",Integral  theory of relativity  physics  scalar field  Geometry  modulo operation  Studentized Residual  Vector Calculus  f.lux  Mathematics physical-science-and-engineering electrical-engineering
Mandarin Chinese 2: Chinese for Beginners,Shanghai Jiao Tong University,Intermediate,4.8,https://www.coursera.org/learn/mandarin-chinese-2,"Mandarin Chinese 2: Chinese for beginners is a beginner's course of Mandarin Chinese in continuation of Mandarin Chinese 1: Chinese for beginners. It uses lectures, short plays, interactive exercises and cultural tips to help learners build a fundamental capability of oral Chinese in real-life situations. At the end of the 5-lesson course, the learners will reach the following proficiency:  ? 300 words ? 40 language points ? handling 10 real-life situations Completing ""Mandarin Chinese 1: Chinese for beginners"" or having attended  Chinese courses of any types for at least 15 hours is the prerequisite.",telephone number  chinese language  Big Data  Writing  one health  grammar  American Sign Language  Culture  principle  language language-learning other-languages
"Compensation, Expenses and Quotas",West Virginia University,Advanced,4.6,https://www.coursera.org/learn/compensation-expenses-quotas,"This course is the third part of the Sales Operations/Management Specialization. In it, we will discuss some of the financial aspects involved in managing a sales force. Students will learn about the options available for sales force compensation, the different types plans you can use to manage your sales expenses, and how you can use quotas to help your salespeople achieve goals.",ordered pair  sales operations  sales management  cost  expense management  expense  Sales  Leadership and Management  sales quota  Compensation business leadership-and-management
"C++ For C Programmers, Part B","University of California, Santa Cruz",Intermediate,4.4,https://www.coursera.org/learn/c-plus-plus-b,This course is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.,inheritance (object-oriented programming)  function object  crt0  iterator  Graph Theory  c programming  c++  graphs  minimax  standard template library computer-science software-development
Microeconomics Principles,University of Illinois at Urbana-Champaign,Beginner,4.8,https://www.coursera.org/learn/microeconomics,"Most people make the incorrect assumption that economics is ONLY the study of money. My primary goal in this course is to shatter this belief. During this course, we will be addressing the above questions as well as many more relating to:  -the environment -love and marriage -crime -labor markets -education -politics -sports -business  My main goal is to show you the way economists think and how to use this analytical system to answer questions related not only to these and other important human issues but to anything you end up doing with your life after this class. After all, as you will quickly find out, I believe that everything is economics!",analysis  supply and demand  Economic Analysis  demand  externality  supply chain  Economics  market (economics)  microeconomics  price elasticity of demand social-sciences economics
Curanderismo: Traditional Healing Using Plants,University of New Mexico,Beginner,4.7,https://www.coursera.org/learn/curanderismo-plants,"COURSE DESCRIPTION As one of four courses on Curanderismo, the art of Hispanic/Latino traditional medicine, this course focuses specifically on the use of plants in traditional healing.  As an educational and cultural platform, this course will share the history, influences, and contributions of traditional medicine. Trained traditional healers will share their knowledge of the healing properties of plants commonly found in the Southwestern United States and Mexico through practical applications that can still be used today.   Learners will not become certified traditional healers at the completion of this course but will be able apply basic principles or traditional medicine to approach health and illnesses. They will become familiar specifically with the use of plants for the digestive and nervous systems; how to prepare tinctures and microdosis for healing; how to use juice therapy and geotherapy (clay combined with plants) for treatments; and the use of herbal oils and herbal smoke for healing.   Future Curanderismo courses include: Traditional Healing of the Body: Intestinal blockage empacho, firecupping ventosas, and hydrotherapy (healing with water) Traditional Healing of the Mind, Energy and Spirit: Sweatlodge Temazcal, Energetic/Spiritual cleansings Limpias, and Laugh therapy risaterapia.  Global and Cultural Influences of Traditional Healing: African tradition, Afro Latino from Cuba and Puerto Rico, Native American spiritual cleansings and Mayan acupuncture.  REQUIRED TEXTS Curanderismo: The Art of Traditional Medicine without Borders by Eliseo Torres  Curandero: Traditional Healers of Mexico and the Southwest by Eliseo Torres with Imanol Miranda  Where to buy: https://he.kendallhunt.com/product/curanderismo-art-traditional-medicine-without-borders  https://he.kendallhunt.com/product/curandero-traditional-healers-mexico-and-southwest  OPTIONAL TEXTS Curandero: A life in Mexican Folk Healing by Eliseo Torres & Tim Sawyer  Healing with Herbs & Rituals: A Mexican Tradition, Eliseo Torres, edited by Tim Sawyer  Where to buy: https://www.barnesandnoble.com/w/curandero-torres-eliseo-cheo/1120135382?ean=9780826336415&st=PLA&sid=BNB_1341481610&sourceId=PLAGoNA&dpid=tdtve346c&2sid=Google_c&gclid=EAIaIQobChMI3_6LmYev3gIViuNkCh3IPgUyEAQYASABEgLYXfD_BwE  https://www.barnesandnoble.com/w/healing-with-herbs-and-rituals-torres-eliseo-cheo/1120135381?ean=9780826339621&st=PLA&sid=BNB_825204424&sourceId=PLAGoNA&dpid=tdtve346c&2sid=Google_c&gclid=EAIaIQobChMIrrvswYev3gIVBsRkCh3BXQCHEAQYASABEgLnl_D_BwE",herbalism  ayurveda  healing  naturopathy  Chinese Medicine  herbal  traditional medicine  plant  medicine  reiki arts-and-humanities history
Strategies for Effective Engagement,University of Colorado Boulder,Intermediate,4.4,https://www.coursera.org/learn/effective-engagement,"Being a successful professional requires creative, innovative, and entrepreneurial thinking, and to continually have a problem-solving mindset. As a systems thinker, you are expected to engage complex problems from multiple perspectives and different angles, viewing them holistically. This course exposes the student to a variety of tools used to engage stakeholders, collect data, and more deeply understand the community. This course will have three modules. Techniques for Data Collection will reinforce the importance of built trust and rapport with your client and stakeholders, which in turn creates buy in. Students will then learn how to enter a community, conduct rapid assessments to provide a snapshot of the community or organization, and maintain ethical conduct throughout. System Mapping & Analysis will focus on mapping systems and stakeholders, two different techniques that are useful to visualize systems and identify and evaluate a network of stakeholders. Finally, in Conducting Interviews & Surveys, students will learn different techniques to collect information. From focus group interview to one-on-one interviews, to surveys, systems thinkers need a mix of approaches in their toolbox to identify assess needs and assets, engage stakeholders, and collect information throughout all phases of project implementation.",community engagement  Map  community development  interact  Strategy  asset  rapport  Mapping  interview  strategic thinking business leadership-and-management
Automated Reasoning: satisfiability,EIT Digital,Advanced,4.8,https://www.coursera.org/learn/automated-reasoning-sat,"In this course you will learn how to apply satisfiability (SAT/SMT) tools to solve a wide range of problems. Several basic examples are given to get the flavor of the applications: fitting rectangles to be applied for printing posters, scheduling problems, solving puzzles, and program correctness. Also underlying theory is presented: resolution as a basic approach for propositional satisfiability, the CDCL framework to scale up for big formulas, and the simplex method to deal with linear inequallities.  The light weight approach to following this course is just watching the lectures and do the corresponding quizzes. To get a flavor of the topic this may work out fine. However, the much more interesting approach is to use this as a basis to apply SAT/SMT yourself on several problems, for instance on the problems presented in the honor's assignment.",automated reasoning  linear inequality  Algorithms  linear programming  mathematical optimization  solver  Combinatorics  model checkers  binary arithmetic  Arithmetic computer-science algorithms
Practical Reinforcement Learning,National Research University Higher School of Economics,Intermediate,3.7,https://www.coursera.org/learn/practical-rl,"Welcome to the Reinforcement Learning course.   Here you will find out about:  - foundations of RL methods: value/policy iteration, q-learning, policy gradient, etc. --- with math & batteries included  - using deep neural networks for RL tasks --- also known as ""the hype train""  - state of the art RL algorithms --- and how to apply duct tape to them for practical problems.  - and, of course, teaching your neural network to play games --- because that's what everyone thinks RL is about. We'll also use it for seq2seq and contextual bandits.  Jump in. It's gonna be fun!  Do you have technical problems? Write to us: coursera@hse.ru",Human Learning  dynamic programming  value-based pricing  markov decision process  reinforcement  Deep Learning  temporal difference learning  Reinforcement Learning  Gradient  Machine Learning data-science machine-learning
Reasoning Across the Disciplines,The University of North Carolina at Chapel Hill,Advanced,4.5,https://www.coursera.org/learn/critical-reasoning,"Critical reasoning skills are a key success factor for students entering their first year of college. They must be able to think logically and form arguments. This course, designed with incoming college freshmen in mind but open to anyone, provides an essential grounding in critical reasoning skills. Faculty from multiple disciplines at the University of North Carolina at Chapel Hill offer guidance on applying critical thinking skills in the context of specific disciplines. By developing these skills, students will learn more, enjoy their courses more, and experience greater academic success.  This course will help you understand what critical thinking skills are and why they're so important. You will also learn how critical thinking skills vary across disciplines, as well as see them applied across several fields, including, chemistry, history, psychology, law, English, and American Studies. You will develop your own critical thinking skills by working through scenarios or problems posed by scholars across these fields, and you will better understand how your college courses will differ from your earlier education.",linguistics  perception  consent  history  reason  thought  interpretation  education  psychology  Critical Thinking arts-and-humanities philosophy
Responsive Web Design,University of London,Advanced,4.5,https://www.coursera.org/learn/responsive-web-design,"In this course you will learn how to apply concepts from interaction design and human computer interaction in order to design and build an interactive, professional looking website. You will learn how to make your web page designs adapt to different screen sizes using responsive grid layouts. You will learn how to add navigation and other design elements, and you will learn how to separate data and display using JavaScript objects and templates.   At the end of the course, you will be able to: 1. Explain why users need to know where they are, where they can go and what is on a web page 2. Create wireframe mockups of web pages  3. Identify the key functional elements of web pages 4. Use Bootstrap components to realise page designs 5. Use JavaScript data structures such as arrays and objects to define the data used in a web page 6. Use the Handlebars template library to convert data to HTML  7. Add interactivity to templates using JavaScript event listeners  In this course, you will complete: 1 website design assignment taking ~1 hour to complete 1 programming assignment taking ~1 hour to complete 4 quizzes, each taking ~20 minutes to complete multiple practice quizzes, each taking ~5 minutes to complete  Participation in or completion of this online course will not confer academic credit for University of London programmes.",User Experience  jquery  html  responsive web design  Web Design  Data Structures  Javascript  javascript templating  CSS  web computer-science mobile-and-web-development
Measuring Stock Liquidity,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/measuring-stock-liquidity,"In this 1-hour long project-based course, you will learn how to use Average Daily Traded Volume and Share Turnover to measure liquidity, use Depth of Market (DOM) and Bid-Ask Spread to compare liquidity, and use Variance Ratio to quantify liquidity.  Note: This course works best for learners who are based in the North America region. We're currently working on providing the same experience in other regions.  This course's content is not intended to be investment advice and does not constitute an offer to perform any operations in the regulated or unregulated financial market.",Machine Learning  project  Finance  trading  market depth  variance  capital market  measurement  Deep Learning  stock business finance
Learn to Code using C# on VS Code,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/learn-code-csharp-vscode,"Welcome to this introduction on fundamental programming concepts and terminology. This project is intended for learners who have never programmed before. You will be exposed to the basic coding structures such as assignment statements, variables, constants, decision making statements, loops, and arrays in C# Console applications. By successfully completing the hands-on practices assigned, you will understand why and when to apply these basic programming concepts and be better prepared for taking other computer programming courses in any language.",microsoft visual studio  data type  sources  display devices  Computer Programming  language classification  c sharp (programming language)  array data structure  arrays  language computer-science software-development
Assessment and Teaching of 21st Century Skills,The University of Melbourne,Not Calibrated,4.6,https://www.coursera.org/learn/atc21s,"This MOOC is designed principally for practicing teachers who are wondering exactly how they can incorporate teaching and assessment of 21st century skills into their classrooms, labs or workshops. It will also be useful to trainee teachers, school leaders, teacher educators and curriculum and assessment specialists, providing them with an understanding of the challenges associated with teaching and assessment of 21st century skills.  This course explains the social and cognitive skills that are known as 21st century skills. It reviews how they can be represented in the curriculum, in terms of developmental progressions. It also explores how teachers can recognise these skills in students, how the level of skill of a learner can be assessed, and then how learners can be supported to develop their skill.   In this course we work through two detailed examples of 21st century skills. The first is collaborative problem solving, a 21st century skill which combines the capacities of collaboration, problem solving, critical thinking and communication. The second skill is a meta-cognitive skill of knowing how to learn in a MOOC. In each example, you will explore how to understand the nature of each skill from a teaching perspective, how to teach it, and how to assess it. These two examples show how any 21st century skill can be tackled in the classroom.  The approach to teaching and assessment in this course derives from the application of a developmental, evidence-based, clinical approach to teaching practice. The course provides a mix of theory and practice, of thinking and doing, and opportunities to share ideas, experience and resources with other participants.   Join Emeritus Professor Patrick Griffin and the team from the Assessment Research Centre, University of Melbourne in a Massive Open Online Course (MOOC) on the Assessment and Teaching of 21st Century Skills, hosted on Coursera.  Please note that this course will be closing for new learner enrollment on  October 23, 2020. Since you have already enrolled, you will continue to see it on your Coursera Dashboard as long as you remain enrolled in the course.",cognitive skill  combine  relative change and difference  Student's t-Distribution  awareness  teaching  education  Collaboration  teaching method  Average social-sciences education
"Plagues, Witches, and War: The Worlds of Historical Fiction",University of Virginia,Intermediate,4.5,https://www.coursera.org/learn/historical-fiction,"A unique and exciting introduction to the genre and craft of historical fiction, for curious students, aspiring authors--anyone with a passion for the past. Read classics of the genre, encounter bestselling writers of historical fiction, and discover your own historical archive while interacting with a global community of interested readers.",biblical interpretation (journal)  mythology  greek mythology  Writing  Poetry Writing  creative writing  Seminars  Art History  history of the book  history arts-and-humanities history
Blended Learning: Personalizing Education for Students,New Teacher Center,Intermediate,4.8,https://www.coursera.org/learn/blending-learning-personalization,"Plenty of buzz exists about blended learning and its transformational potential. But what does blended learning really mean? In this course we will explore the different models of blended learning and dive into key issues that impact students, teachers, and schools. Specifically, we will look at these issues through the lens of three high-performing schools that each use a different type of blended learning.  A few of the key topics will include:  - The role of the student and how to support students in the transition from traditional to blended learning - Implications for teachers in their day-to-day work and overall role - Impact on the way schools are designed including staffing models, use of time, hardware/software selection, and the use of data - Implementation challenges, potential solutions, and the remaining open questions  We will live by the attributes of blended learning in this course, encouraging students to take quizzes at the beginning of the module to assess their understanding and skip material they already know. Overall, we will take a hand-on approach and the course will culminate in participants prototyping their own blended learning model.  If you are interested in learning more about how to best leverage technology in education and rethink the way we run schools, join this MOOC and encourage your colleagues to do the same.  Become a part of this growing movement and learn first-hand how blended learning can help provide students a more personalized learning experience.",software  Student's t-Distribution  family literacy  education  Group Instruction  modeling  direct instruction  instructional design  learning lab  open learning social-sciences education
Writing Winning Resumes and Cover Letters,"University of Maryland, College Park",Advanced,4.7,https://www.coursera.org/learn/resume-writing,"How can you bring your resume to the top of the pile?  How can you present yourself to prospective employers using the language they already speak inside their organization? This course will give you answers to those questions.  You will learn how to convert a boring resume into a dynamic asset statement that conveys your talents in the language that an employer understands.  After completing this course, you will be able to:  1.  Identify the real purpose of a resume.  2.  Identify relevant competencies for a position.  3.  Adapt your resumes to Applicant Tracking Systems (resume screening software).  4.  Write powerful and convincing accomplishment statements using your accomplishments inventory to strategically assemble the most relevant evidence of competency for a specific position.  5.  Use the resume skills tier method to strengthen your resume.  6.  Write summary sections and objective statements aligned to a job position.  7.  Take advantage of web resources to find power language for your resume.  8.  Produce a strong resume in a format  that is suitable both to your background and the position you're interested in.  9.  Produce strong cover letters that use A.I.D.A. to help you achieve your career goals.  10. Produce effective follow-up letters that help you stand out from the competition.",Strategy  career  LinkedIn  Writing  electronic submission  r&d management  speech  experience  Statistical Analysis  interview business business-essentials
Build Your First React Website,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/build-first-react-website,"In this 1-hour long project-based course, you will gain hands-on experience with one of the hottest web development framework, React. If you have some experience with HTML, CSS, JavaScript and want to start developing with React, this course is for you!  By the end of this course You will understand the fundamental of React and be able to create and build a website with React with ease.",web  euler's totient function  Web Development  Databases  recursion  React (web framework)  project  php  Javascript  html computer-science mobile-and-web-development
Create an FPS Weapon in Unity (Part 3 -Damage Effects),Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/create-fps-weapon-unity-damage-effects,"In this one-hour, project-based course, you'll learn how to create and configure properties for a weapon. This project covers managing the health of destructible objects, setting up the weapon's damage, firing rate and force, and adding effects to the destroyed objects.  The guided project will introduce you to the following Unity concepts: - Prefabs - Particle Effects - Physics - Game mechanics such as weapon cool-down and applying force - Coding techniques such as Interfaces  This is Part 3 of a four-part series on creating a weapon for your FPS game. In Part 1, we covered equipping your FPS player with a gun. In Part 2, we learned how to create visual effects when your player fires the gun. Lastly, in Part 4, we will walk you through the steps for adding ammunition, reloading the weapon and creating magazines and other weapons.  This is a stand-alone guided project, but because this is a continuation of previous parts in the ""FPS Weapon"" series, it is recommended that you complete the first parts before commencing this guided project.  This series also makes use of the western-themed Unity project created in Control physics with C# in Unity and the VM-compatible FPS Player script written in Create a VM Compatible First Person Camera. These compliment this guided project and, although not prerequisites, are recommended for a more well-rounded understanding of the concepts presented herein.",multiliteracy  project  .properties  teaching method  problem-based learning  icarus project  java annotation  principles of learning  Writing  meta learning computer-science software-development
Interacting with the System and Managing Memory,Duke University,Advanced,4,https://www.coursera.org/learn/interacting-system-managing-memory,"The final course in the specialization Introduction to Programming in C will teach you powerful new programming techniques for interacting with the user and the system and dynamically allocating memory. You will learn more sophisticated uses for pointers, such as strings and multidimensional arrays, as well as how to write programs that read and write files and take input from the user. Learning about dynamic memory allocation will allow your programs to perform complex tasks that will be applied in the final part of the specialization project: a Monte Carlo simulation for calculating poker hand probabilities.",Algorithms  c programming  c++  interact  memory  debugging  memory management  command-line interface  Computer Programming  standard streams computer-science software-development
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,Georgia Institute of Technology,Intermediate,4.8,https://www.coursera.org/learn/mechanics2,"This course explores the analysis and design of thin-walled pressure vessels and engineering structures subjected to torsion.  ------------------------------------------------ The copyright of all content and materials in this course are owned by either the Georgia Tech Research Corporation or Dr. Wayne Whiteman. By participating in the course or using the content or materials, whether in whole or in part, you agree that you may download and use any content and/or material in this course for your own personal, non-commercial use only in a manner consistent with a student of any academic course. Any other use of the content and materials, including use by other academic universities or entities, is prohibited without express written permission of the Georgia Tech Research Corporation. Interested parties may contact Dr. Wayne Whiteman directly for information regarding the procedure to obtain a non-exclusive license.",Tube Bending Machines  materials  Rebar Tying  mecha  Mechanical Engineering  Steel Forms  thinning  torque  stress  Engineering Design physical-science-and-engineering mechanical-engineering
Strategic Sourcing,Rutgers the State University of New Jersey,Beginner,4.7,https://www.coursera.org/learn/strategic-sourcing,"This course will provide a detailed  overview of a Strategic Sourcing Process (7 step Process):  Profile the Category, Develop a Category Sourcing Strategy, Generate Supplier Profile, Choose Competitive Selection or Supplier Development, Select Supplier(s) and Negotiate, Implement, Continuous Improvement/Supplier Relationship Management  This course learnings will be supported videos, readings a a required case with peer review.",strategic management  process  Procurement  analytics  Strategic Sourcing  purchasing management  supply chain  Contract Management  Planning  Supply Chain Sourcing business leadership-and-management
EU policy and implementation: making Europe work!,Universiteit Leiden,Advanced,4.2,https://www.coursera.org/learn/eu-making-europe-work,"People have become more critical of EU policy and often seem to prefer local policy solutions in response to globalisation problems. How do you experience EU policy? Does it help? And if not, how can we change this? In this course, we learn how the European Union prepares and decides on policy, and how policy is transferred to member states and implemented by various authorities, including regional and local governments.  We discuss the challenges of the European multi-level governance structure. We also focus on the main causes of policy failure or success.  On this journey, we focus on actual policy and present the views of various experts: how easy is it to establish yourself in another EU-country? How do governments make sure that the air you breathe is clean? And who is responsible?  You will be able to do research together in your own local setting. Research on implementation in which you can make comparisons between different countries or areas. If you live outside the EU, this is not a problem. We have developed assignments in such a way that you can do research in your area and compare your findings with others.   This MOOC has been rated as one of the best MOOCs of 2017 and is currently in the Top 50 MOOCs of All Time of Class Central  So, are you curious? Please join: 'EU policy and implementation: making Europe work'. Watch our trailer video at https://www.youtube.com/watch?v=n3nSN9R3VR4",Impact Assessment  modeling  Decision Making  specification (technical standard)  Policy Implementation  Game Theory  Regulatory Affairs  decentralization  adaptation  choice social-sciences governance-and-society
Architecting with Google Kubernetes Engine: Foundations,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke,"In this course, ""Architecting with Google Kubernetes Engine: Foundations,"" you get a review of the layout and principles of Google Cloud Platform, followed by an introduction to creating and managing software containers and an introduction to the architecture of Kubernetes.  This course is part of a specialization focused on building efficient computing infrastructures using Kubernetes and Google Kubernetes Engine (GKE). The specialization introduces participants to deploying and managing containerized applications on GKE and the other services provided by Google Cloud Platform. Through a combination of presentations, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as pods, containers, deployments, and services; as well as networks and application services. The specialization also covers deploying practical solutions including security and access management, resource management, and resource monitoring.  Note: Those seeking an abbreviated overview of Kubernetes may want to consider Getting Started with Google Kubernetes Engine.  >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Cloud Platforms  Kubernetes  packaging  Google App Engine  data clustering algorithms  control plane  Google Cloud Platform  DevOps  Cloud Computing  software computer-science software-development
The Music of the Beatles,University of Rochester,Beginner,4.7,https://www.coursera.org/learn/the-beatles,"The Music of the Beatles will track the musical development of the band, starting from the earliest days in Liverpool and Hamburg, moving through the excitement of Beatlemania, the rush of psychedelia, and the maturity of Abbey Road. While the focus will be on the music, we will also consider how recording techniques, the music business, the music of other artists, and the culture of the 1960s affected John, Paul, George, and Ringo as they created the Beatles repertory.  There is probably no band or artist that has had more written about their music than the Beatles. There are many good books on the band's biography, several insider accounts offering glimpses behind the scenes, books that interpret the meaning of the songs, and even books that catalog dates and people regarding the band. This course will try to synthesize much of that information into an account of the Beatles' development as musicians and songwriters.",history of rock  film  packaging  guitar  rockbox  Art History  music  relative change and difference  history  acoustics arts-and-humanities music-and-art
Creative Writing: The Craft of Setting and Description,Wesleyan University,Advanced,4.7,https://www.coursera.org/learn/craft-of-setting-and-description,"In this course aspiring writers will be introduced to the techniques that masters of fiction use to ground a story in a concrete world.  From the most realist settings to the most fantastical, writers will learn how to describe the physical world in sharp, sensory detail.  We will also learn how to build credibility through research, and to use creative meditation exercises to deepen our own understanding of our story worlds, so that our readers can see all that we imagine.",copywriting  Storytelling  Fiction Writing  Human Learning  film  Scientific Writing  Writing  Poetry Writing  creative writing  screenwriting arts-and-humanities music-and-art
Chemicals and Health,Johns Hopkins University,Intermediate,4.7,https://www.coursera.org/learn/chemicals-health,"This course covers chemicals in our environment and in our bodies and how they impact our health. It addresses policies and practices related to chemicals, particularly related to how they get into our bodies (exposures), what they do when they get there (toxicology), how we measure them (biomonitoring) and their impact on our health. Most examples are drawn from the US.",nanoparticles  chemistry  public health  risk assessment  safety  environmental health  Risk  health effect  biomonitoring  chemical safety life-sciences basic-science
"Espace mondial, a French vision of Global studies",Sciences Po,Beginner,4.6,https://www.coursera.org/learn/global-studies,"To explain how globalization rebuilt public policy and social behavior, we study the different political, economic, and social actors - public or private, individual or collective - and the exchanges and interactions between them that are remaking international relations. This course is inspired by a French sociological and historical approach to international relations.  This course is also available in french version: www.coursera.org/learn/espace-mondial-fr/",resource  economy  hard power  Economics  global  the interpretation of cultures  identity crisis  aporia  power politics  religion social-sciences governance-and-society
Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,Intermediate,4.8,https://www.coursera.org/learn/corporate-commercial-law-part1,"This class deals with the business law topics that appear on the CPA exam: Agency, Contracts, Debtor-Creditor Relationships, Government Regulation of Business, and Business Organizations. Students will gain an understanding of how these areas of the law affect businesses and their operations, with an eye on preparation for the business law portions of the REG section of the CPA exam. By the end of the class, students will be able to identify the legal principles that govern various business situations and apply those principles to an issue to determine the outcome when the law is applied to the facts of a scenario.",Corporate Law  labor  corporate bond  law  contract a  labour law  contract of sale  Business Law  common law  employment business business-essentials
Fashion E-Commerce in XD,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/fashion-e-commerce-in-xd,"By the end of this project, you will understand how to piece together a design into a working prototype to share with stakeholders and clients. We will learn how to plan our pages, animate, optimize our workflows and prepare the designs to properly communicate our design flows.",mathematical optimization  project mine  english language  high fidelity  php  E-Commerce  Data Analysis  Data Science  User Experience  extract computer-science design-and-product
